0.053,-0.50736,-0.00055945,0.35852,-0.12106,-0.26412,-0.26181,0.0048809,-0.0015171,-0.0016123,-0.0042588,0.0011293,0
0.037,-0.51107,-0.00084018,0.3498,-0.12085,-0.26791,-0.27108,0.0092213,-0.0025233,-0.0021984,-0.0078483,0.0031266,0
0.021,-0.5133,-0.0010325,0.34179,-0.12144,-0.27018,-0.28092,0.013078,-0.0033653,-0.0023219,-0.011315,0.0056276,0
0.004,-0.51489,-0.0012055,0.33444,-0.12248,-0.27164,-0.29098,0.016493,-0.0041978,-0.0021927,-0.014943,0.0085527,0
-0.015,-0.51625,-0.0013919,0.32775,-0.12382,-0.27255,-0.30113,0.019492,-0.0051134,-0.0018927,-0.018949,0.011943,0
-0.037,-0.51761,-0.0016161,0.32173,-0.12541,-0.27302,-0.31133,0.022093,-0.0061848,-0.0014455,-0.023547,0.015916,0
-0.063,-0.51908,-0.0019059,0.31642,-0.12726,-0.27301,-0.32159,0.0243,-0.0074818,-0.00084349,-0.028978,0.020653,0
-0.094,-0.52078,-0.0023036,0.31186,-0.12942,-0.27243,-0.33195,0.026111,-0.00908,-5.8838e-05,-0.035534,0.026395,0
-0.131,-0.52276,-0.0028786,0.30815,-0.13195,-0.27115,-0.34249,0.027516,-0.011065,0.00095156,-0.043567,0.033454,0
-0.177,-0.52507,-0.0037477,0.30538,-0.13496,-0.26898,-0.3533,0.028497,-0.013538,0.0022446,-0.05351,0.042216,0
-0.235,-0.52785,-0.0051237,0.3037,-0.13856,-0.26566,-0.3645,0.029018,-0.016652,0.0038982,-0.066007,0.053253,0
-0.303,-0.52927,-0.00752,0.30336,-0.14292,-0.26083,-0.37628,0.02902,-0.020617,0.0060222,-0.081954,0.067359,0
-0.366,-0.53181,-0.0094042,0.30453,-0.14784,-0.25487,-0.38848,0.028472,-0.02578,0.0084964,-0.10247,0.085192,0
-0.424,-0.53499,-0.010818,0.30705,-0.15352,-0.24732,-0.40132,0.027461,-0.031895,0.011451,-0.12707,0.10663,0
-0.478,-0.53842,-0.011866,0.31075,-0.16011,-0.23791,-0.41495,0.026069,-0.038751,0.014992,-0.1553,0.13154,0
-0.528,-0.54179,-0.012689,0.31552,-0.16766,-0.22645,-0.42948,0.024358,-0.046176,0.019221,-0.18679,0.15984,0
-0.575,-0.54478,-0.013472,0.32122,-0.17618,-0.2129,-0.44496,0.022389,-0.054011,0.024252,-0.22124,0.19148,0
-0.618,-0.54716,-0.014423,0.32778,-0.18564,-0.19727,-0.46144,0.020205,-0.062129,0.030224,-0.25841,0.22651,0
-0.657,-0.54865,-0.015796,0.33509,-0.19589,-0.17972,-0.47885,0.017856,-0.070396,0.037294,-0.29807,0.26497,0
-0.692,-0.54903,-0.017843,0.34304,-0.20672,-0.16064,-0.49709,0.015385,-0.078711,0.045621,-0.34005,0.30696,0
-0.723,-0.54819,-0.020759,0.35155,-0.21777,-0.1406,-0.51589,0.012831,-0.087016,0.05533,-0.38427,0.35258,0
-0.749,-0.54618,-0.02458,0.36053,-0.22857,-0.12052,-0.53483,0.01023,-0.095335,0.06642,-0.43076,0.40185,0
-0.772,-0.54336,-0.029057,0.36989,-0.23857,-0.10154,-0.55335,0.0076211,-0.1038,0.078645,-0.47962,0.45447,0
-0.791,-0.54038,-0.033614,0.37955,-0.24731,-0.084703,-0.57085,0.0050269,-0.11266,0.091496,-0.53111,0.50994,0
-0.808,-0.53798,-0.037579,0.38945,-0.25457,-0.070621,-0.58694,0.0024741,-0.12215,0.10435,-0.58528,0.56748,0
-0.824,-0.53649,-0.040586,0.39952,-0.26046,-0.059199,-0.60161,-2.4836e-05,-0.13237,0.11685,-0.64201,0.62649,0
-0.839,-0.53581,-0.04271,0.40974,-0.26528,-0.049939,-0.61507,-0.0024646,-0.14322,0.129,-0.70094,0.68673,0
-0.853,-0.53566,-0.044201,0.42006,-0.26925,-0.042354,-0.62758,-0.0048405,-0.15455,0.14099,-0.76169,0.74812,0
-0.866,-0.53584,-0.045255,0.43046,-0.27257,-0.036105,-0.63929,-0.0071484,-0.16627,0.15293,-0.82394,0.8106,0
-0.878,-0.53621,-0.045987,0.44091,-0.27534,-0.030953,-0.65033,-0.0093845,-0.1783,0.16491,-0.88749,0.87409,0
-0.889,-0.53672,-0.046465,0.4514,-0.27767,-0.026717,-0.66079,-0.011546,-0.19061,0.17696,-0.95216,0.9385,0
-0.899,-0.53732,-0.046736,0.46189,-0.27963,-0.023245,-0.67074,-0.013629,-0.20316,0.1891,-1.0178,1.0037,0
-0.908,-0.53797,-0.046837,0.47236,-0.28128,-0.020407,-0.68025,-0.015633,-0.21593,0.20135,-1.0843,1.0697,0
-0.916,-0.53867,-0.046792,0.48281,-0.28269,-0.018093,-0.68937,-0.017554,-0.2289,0.21371,-1.1515,1.1363,0
-0.923,-0.53938,-0.046624,0.4932,-0.28391,-0.016209,-0.69815,-0.019392,-0.24205,0.22619,-1.2194,1.2035,0
-0.929,-0.5401,-0.04635,0.50351,-0.28496,-0.014673,-0.70663,-0.021144,-0.25537,0.23878,-1.2878,1.2712,0
-0.935,-0.54082,-0.045983,0.51374,-0.2859,-0.01342,-0.71485,-0.02281,-0.26884,0.25149,-1.3566,1.3393,0
-0.94,-0.54153,-0.045537,0.52388,-0.28675,-0.01239,-0.72283,-0.024394,-0.28247,0.26433,-1.4258,1.4077,0
-0.944,-0.54223,-0.045014,0.53392,-0.28752,-0.011539,-0.73061,-0.025894,-0.29623,0.27728,-1.4954,1.4764,0
-0.947,-0.54292,-0.044426,0.54383,-0.28825,-0.010832,-0.73818,-0.02731,-0.31011,0.29033,-1.5651,1.5453,0
-0.95,-0.54359,-0.043781,0.5536,-0.28894,-0.01024,-0.74558,-0.02864,-0.32411,0.30348,-1.635,1.6144,0
-0.952,-0.54418,-0.043211,0.56324,-0.28961,-0.0097359,-0.75281,-0.02989,-0.33822,0.31674,-1.705,1.6835,0
-0.954,-0.54476,-0.042653,0.57274,-0.29028,-0.0093107,-0.75987,-0.031058,-0.35245,0.33001,-1.7751,1.7526,0
-0.956,-0.54533,-0.042101,0.58208,-0.29094,-0.0089457,-0.76678,-0.032149,-0.36681,0.3433,-1.8452,1.8217,0
-0.958,-0.54589,-0.041553,0.59129,-0.2916,-0.0086269,-0.77354,-0.033166,-0.3813,0.35659,-1.9155,1.8908,0
-0.96,-0.54644,-0.041009,0.60035,-0.29228,-0.0083436,-0.78017,-0.034113,-0.39591,0.36988,-1.9858,1.9598,0
-0.962,-0.54699,-0.04047,0.60929,-0.29296,-0.0080882,-0.78666,-0.034993,-0.41066,0.38319,-2.0562,2.0287,0
-0.964,-0.54753,-0.039936,0.61809,-0.29366,-0.0078547,-0.79302,-0.035809,-0.42554,0.3965,-2.1267,2.0976,0
-0.966,-0.54807,-0.039406,0.62676,-0.29438,-0.007639,-0.79925,-0.036564,-0.44056,0.40982,-2.1972,2.1665,0
-0.968,-0.5486,-0.038882,0.63532,-0.29511,-0.0074378,-0.80536,-0.037261,-0.4557,0.42314,-2.2678,2.2353,0
-0.97,-0.54912,-0.038362,0.64375,-0.29586,-0.0072489,-0.81135,-0.037903,-0.47098,0.43648,-2.3385,2.304,0
-0.972,-0.54963,-0.037847,0.65206,-0.29663,-0.0070705,-0.81722,-0.038492,-0.48639,0.44982,-2.4092,2.3726,0
-0.974,-0.55014,-0.037338,0.66026,-0.29742,-0.0069011,-0.82298,-0.039032,-0.50194,0.46317,-2.48,2.4412,0
-0.976,-0.55064,-0.036834,0.66834,-0.29823,-0.0067397,-0.82862,-0.039523,-0.51762,0.47653,-2.5508,2.5097,0
-0.978,-0.55113,-0.036334,0.67632,-0.29905,-0.0065856,-0.83415,-0.039969,-0.53344,0.48989,-2.6217,2.5781,0
-0.98,-0.55161,-0.03584,0.68418,-0.29989,-0.006438,-0.83957,-0.040372,-0.54939,0.50327,-2.6926,2.6465,0
-0.982,-0.55209,-0.035351,0.69195,-0.30075,-0.0062963,-0.84489,-0.040734,-0.56548,0.51665,-2.7636,2.7147,0
-0.984,-0.55256,-0.034868,0.69961,-0.30163,-0.0061601,-0.85009,-0.041056,-0.5817,0.53003,-2.8346,2.7829,0
-0.986,-0.55303,-0.034389,0.70717,-0.30252,-0.006029,-0.85519,-0.041341,-0.59806,0.54343,-2.9057,2.851,0
-0.988,-0.55349,-0.033916,0.71463,-0.30343,-0.0059027,-0.86019,-0.041591,-0.61456,0.55683,-2.9768,2.919,0
-0.99,-0.55394,-0.033447,0.722,-0.30436,-0.0057808,-0.86509,-0.041806,-0.6312,0.57025,-3.0479,2.987,0
-0.992,-0.55438,-0.032984,0.72927,-0.30531,-0.0056631,-0.86988,-0.041989,-0.64797,0.58367,-3.1191,3.0548,0
-0.994,-0.55482,-0.032527,0.73645,-0.30627,-0.0055493,-0.87458,-0.042142,-0.66488,0.59709,-3.1903,3.1225,0
-0.996,-0.55525,-0.032074,0.74354,-0.30724,-0.0054392,-0.87918,-0.042265,-0.68192,0.61053,-3.2616,3.1902,0
-0.998,-0.55567,-0.031627,0.75055,-0.30824,-0.0053327,-0.88368,-0.04236,-0.69911,0.62397,-3.3329,3.2578,0
-1,-0.55609,-0.031185,0.75746,-0.30924,-0.0052294,-0.88809,-0.042429,-0.71643,0.63742,-3.4043,3.3252,0
-1.002,-0.5565,-0.030748,0.7643,-0.31027,-0.0051292,-0.8924,-0.042473,-0.73389,0.65088,-3.4756,3.3926,0
-1.004,-0.55691,-0.030317,0.77105,-0.31131,-0.0050321,-0.89663,-0.042493,-0.75148,0.66434,-3.5471,3.4599,0
-1.006,-0.5573,-0.029891,0.77772,-0.31236,-0.0049378,-0.90076,-0.042491,-0.76922,0.67781,-3.6185,3.5271,0
-1.008,-0.55769,-0.02947,0.78431,-0.31342,-0.0048461,-0.9048,-0.042467,-0.78709,0.69129,-3.69,3.5942,0
-1.01,-0.55808,-0.029055,0.79082,-0.31451,-0.0047571,-0.90876,-0.042422,-0.80509,0.70478,-3.7616,3.6613,0
-1.012,-0.55846,-0.028645,0.79726,-0.3156,-0.0046704,-0.91263,-0.042358,-0.82324,0.71828,-3.8332,3.7282,0
-1.014,-0.55883,-0.02824,0.80362,-0.31671,-0.0045862,-0.91642,-0.042275,-0.84152,0.73178,-3.9048,3.795,0
-1.016,-0.55919,-0.02784,0.80991,-0.31783,-0.0045041,-0.92012,-0.042175,-0.85995,0.74529,-3.9764,3.8618,0
