-0.50381,0.86457,0.23928,0.21932,0.31189,0.040173
-0.54227,0.84641,0.25727,0.20267,0.33368,0.017029
-0.57257,0.82898,0.27112,0.18827,0.35149,-0.00237
-0.59481,0.81242,0.28101,0.17609,0.36533,-0.018099
-0.61097,0.79661,0.28796,0.16575,0.37614,-0.030741
-0.62209,0.78152,0.29251,0.1569,0.38444,-0.040931
-0.62918,0.76706,0.29518,0.14921,0.39071,-0.049245
-0.63418,0.75304,0.29685,0.14233,0.39596,-0.056201
-0.63712,0.73945,0.29757,0.13613,0.40019,-0.062034
-0.63804,0.7263,0.29737,0.13055,0.40343,-0.066887
-0.63697,0.71358,0.29631,0.12555,0.40568,-0.07084
-0.63488,0.70119,0.2948,0.12101,0.40741,-0.074007
-0.63084,0.68923,0.2925,0.11699,0.40815,-0.07633
-0.62489,0.67768,0.28945,0.11349,0.4079,-0.077819
-0.618,0.66645,0.28605,0.1104,0.40712,-0.078556
-0.60925,0.65561,0.28197,0.10779,0.40534,-0.078472
-0.59962,0.64507,0.27758,0.10556,0.403,-0.077658
-0.58818,0.63491,0.27258,0.10378,0.39966,-0.076058
-0.57495,0.62512,0.267,0.10295,0.34796,-0.082178
-0.56664,0.61499,0.26309,0.10072,0.34619,-0.081641
-0.55649,0.60523,0.25859,0.098828,0.34345,-0.080522
-0.5455,0.59572,0.25384,0.097203,0.34018,-0.078898
-0.53368,0.58647,0.24886,0.096084,0.28933,-0.086566
-0.53742,0.57581,0.24873,0.094154,0.29287,-0.083849
-0.54009,0.56543,0.24823,0.092425,0.29581,-0.080775
-0.54169,0.55532,0.24736,0.090911,0.29815,-0.077288
-0.54226,0.54547,0.24616,0.089621,0.29987,-0.073346
-0.54181,0.53588,0.24463,0.088559,0.30096,-0.068919
-0.54133,0.52646,0.24308,0.087671,0.30186,-0.06401
-0.54084,0.51719,0.2415,0.086904,0.30262,-0.058778
-0.54033,0.50808,0.23989,0.086202,0.30331,-0.053392
-0.54078,0.49902,0.23853,0.085518,0.30436,-0.047845
-0.54218,0.49002,0.23739,0.084858,0.30576,-0.042116
-0.54354,0.48116,0.23622,0.084274,0.30704,-0.036172
-0.54583,0.47236,0.23526,0.083721,0.30865,-0.030002
-0.54905,0.46361,0.2345,0.083203,0.31056,-0.02359
-0.55319,0.4549,0.23393,0.082721,0.31276,-0.016916
-0.55822,0.44624,0.23355,0.082279,0.31523,-0.009964
-0.56414,0.43763,0.23334,0.081878,0.31795,-0.002716
-0.57094,0.42906,0.23329,0.081521,0.32091,0.0048439
-0.57958,0.42044,0.23361,0.081161,0.32454,0.012731
-0.58906,0.41185,0.23406,0.080846,0.32836,0.020959
-0.59936,0.4033,0.23465,0.080577,0.33234,0.02954
-0.61146,0.39468,0.23556,0.080307,0.33694,0.038495
-0.62436,0.3861,0.23657,0.080083,0.34166,0.047821
-0.63803,0.37755,0.23767,0.079903,0.34646,0.057525
-0.65347,0.36892,0.23906,0.079717,0.35183,0.067625
-0.66965,0.36031,0.24052,0.079569,0.35725,0.078099
-0.68757,0.35161,0.24224,0.079407,0.36319,0.088963
-0.70621,0.34294,0.244,0.079272,0.36915,0.10018
-0.72556,0.33427,0.24581,0.079155,0.37511,0.11171
-0.74662,0.3255,0.24783,0.078999,0.3816,0.12357
-0.76837,0.31674,0.24988,0.078839,0.3881,0.13569
-0.79081,0.30797,0.25194,0.078659,0.39463,0.14799
-0.81393,0.2992,0.25402,0.078443,0.40124,0.16042
-0.83676,0.29053,0.25594,0.078217,0.40743,0.17284
-0.8593,0.28195,0.2577,0.077958,0.41329,0.18514
-0.88157,0.27347,0.25932,0.077638,0.41894,0.1972
-0.90259,0.26519,0.26065,0.077273,0.42395,0.20881
-0.92338,0.25701,0.26184,0.076694,0.42948,0.21959
-0.94492,0.24881,0.26305,0.075756,0.43663,0.2293
-0.9662,0.24071,0.26412,0.074507,0.44492,0.23783
-0.98621,0.23281,0.26491,0.072981,0.45393,0.24507
-1.004,0.22525,0.26531,0.071198,0.46335,0.2508
-1.0185,0.21813,0.26519,0.069159,0.473,0.25474
-1.0278,0.21168,0.26433,0.066886,0.4823,0.25638
-1.03,0.20615,0.26252,0.064349,0.49103,0.25505
-1.0281,0.20117,0.26017,0.061647,0.49978,0.25205
-1.029,0.19596,0.25817,0.058727,0.51112,0.24944
-1.0348,0.1903,0.25672,0.055419,0.52683,0.2474
-1.0471,0.18399,0.25601,0.051544,0.54903,0.24607
-1.0669,0.17693,0.25608,0.047187,0.57815,0.24586
-1.081,0.17058,0.25544,0.043643,0.60171,0.24682
-1.0815,0.16582,0.25331,0.041576,0.6121,0.24855
-1.0699,0.1625,0.24989,0.040802,0.61058,0.25063
-1.0485,0.16034,0.24548,0.036936,0.58406,0.20546
-1.0278,0.15817,0.24119,0.032977,0.55906,0.15988
-1.0078,0.15599,0.23701,0.028939,0.53551,0.11391
-0.98841,0.1538,0.23293,0.024835,0.51332,0.067584
-1.0114,0.1473,0.2329,0.02481,0.51009,0.078173
-1.0084,0.14355,0.23042,0.024693,0.50399,0.08279
-0.99557,0.14088,0.22706,0.024542,0.49676,0.085002
-0.97908,0.13866,0.2234,0.024388,0.48904,0.086268
-0.96188,0.13657,0.21972,0.024215,0.48143,0.087232
-0.945,0.1345,0.2161,0.024019,0.47412,0.088105
-0.92741,0.13256,0.21246,0.020031,0.45773,0.040567
-0.97198,0.12471,0.2139,0.020118,0.45471,0.053796
-0.99736,0.11874,0.2137,0.020106,0.45054,0.063201
-0.99577,0.11543,0.2114,0.019991,0.44436,0.066984
-0.98438,0.11312,0.20838,0.019816,0.43766,0.068528
-0.96924,0.11123,0.20511,0.019631,0.43068,0.069187
-0.95338,0.10946,0.20182,0.01943,0.42385,0.069589
-0.9368,0.1078,0.19852,0.015525,0.41418,0.020818
-0.9803,0.10075,0.19933,0.015761,0.40694,0.03113
-1.0176,0.094278,0.19962,0.015277,0.40891,0.040762
-1.0327,0.089883,0.19842,0.01441,0.41449,0.047056
-1.0337,0.086838,0.19633,0.013702,0.4168,0.050769
-1.0276,0.084487,0.19383,0.013143,0.41661,0.053119
-1.0175,0.082542,0.19112,0.01271,0.41449,0.054646
-1.0047,0.080899,0.18827,0.012389,0.41068,0.055543
-0.99097,0.079375,0.18541,0.01213,0.40599,0.056158
-0.9755,0.078049,0.18248,0.011948,0.40016,0.056338
-0.95929,0.076828,0.17954,0.0082874,0.39976,0.0073867
-0.99206,0.071574,0.17916,0.0089307,0.38172,0.010433
-0.98009,0.070084,0.1765,0.0092544,0.36769,0.0091489
-0.94858,0.070227,0.17292,0.0094888,0.35473,0.0060584
-0.91559,0.0705,0.1693,0.0097555,0.34122,0.0027399
-0.88116,0.070895,0.16566,0.010052,0.32719,-0.00077498
-0.84432,0.071478,0.16195,0.010393,0.31232,-0.0046291
-0.80708,0.072088,0.15826,0.01073,0.2975,-0.0084506
-0.77544,0.072286,0.15487,0.010923,0.2853,-0.011395
-0.7483,0.072168,0.15173,0.011036,0.27461,-0.013821
-0.72559,0.071752,0.14883,0.011063,0.26561,-0.015655
-0.70525,0.071191,0.14607,0.011037,0.25773,-0.017176
-0.68623,0.070561,0.1434,0.010976,0.25056,-0.018533
-0.66852,0.069867,0.14082,0.010887,0.24406,-0.019725
-0.65209,0.069111,0.13833,0.010773,0.23817,-0.020743
-0.63691,0.068298,0.13592,0.010637,0.23286,-0.021572
-0.62197,0.067493,0.13356,0.010496,0.22777,-0.022365
-0.60725,0.066698,0.13124,0.010353,0.22284,-0.023122
-0.59276,0.065911,0.12895,0.010211,0.21803,-0.023838
-0.57748,0.065194,0.12667,0.010083,0.21299,-0.024676
-0.56243,0.064484,0.12442,0.0099588,0.20802,-0.025474
-0.54661,0.063839,0.12218,0.0098505,0.20278,-0.026386
-0.53103,0.063198,0.11997,0.0097463,0.19758,-0.027246
-0.51468,0.062619,0.11777,0.0096585,0.1921,-0.028204
-0.49757,0.062098,0.11557,0.0095873,0.18631,-0.029262
-0.47973,0.061632,0.11337,0.0095326,0.1802,-0.030419
-0.46215,0.061165,0.11122,0.0094808,0.17412,-0.031543
-0.44584,0.060645,0.10913,0.0094211,0.16831,-0.032576
-0.43077,0.060075,0.10712,0.0093487,0.1629,-0.033472
-0.41694,0.059457,0.10517,0.0092637,0.15792,-0.03422
-0.40431,0.058794,0.1033,0.0091671,0.15336,-0.034816
-0.39288,0.058088,0.10148,0.0090598,0.14921,-0.035255
-0.38263,0.057342,0.099732,0.0089427,0.14547,-0.035533
-0.37253,0.056605,0.098012,0.0088267,0.14178,-0.035813
-0.36359,0.055832,0.096352,0.0087032,0.13847,-0.035936
-0.35578,0.055022,0.09475,0.0085715,0.13555,-0.035891
-0.3481,0.054225,0.093174,0.0084416,0.13269,-0.03584
-0.34053,0.05344,0.091624,0.0083146,0.12985,-0.035791
-0.33408,0.052622,0.090129,0.0081813,0.12737,-0.035578
-0.32774,0.051817,0.088658,0.0080499,0.12495,-0.035359
-0.32149,0.051025,0.087211,0.0079213,0.12256,-0.035139
-0.31534,0.050244,0.085788,0.0077956,0.12019,-0.034918
-0.31028,0.049435,0.084414,0.0082509,0.11511,-0.01841
-0.29838,0.048918,0.082879,0.0081063,0.11304,-0.018878
-0.29261,0.04817,0.081526,0.007974,0.1111,-0.018773
-0.28692,0.047433,0.080195,0.0078506,0.10897,-0.018712
-0.28133,0.046708,0.078886,0.0077306,0.10684,-0.01866
-0.27682,0.045956,0.077623,0.007856,0.10359,-0.010964
-0.26842,0.045363,0.076283,0.0077314,0.10154,-0.011276
-0.26312,0.04467,0.075038,0.0076107,0.099659,-0.011283
-0.25791,0.043986,0.073813,0.0074949,0.097702,-0.01131
-0.25278,0.043314,0.072607,0.0073816,0.095757,-0.011341
-0.24773,0.042652,0.071422,0.0072701,0.093839,-0.011372
-0.24277,0.041999,0.070255,0.0071604,0.091949,-0.011402
-0.23888,0.041324,0.06913,0.0071654,0.089595,-0.0072656
-0.23307,0.040724,0.06798,0.0070498,0.088,-0.0073858
-0.22834,0.040102,0.06687,0.0069414,0.0863,-0.0074434
-0.22369,0.039489,0.065778,0.0068365,0.084557,-0.0075153
-0.2191,0.038885,0.064704,0.0067335,0.082827,-0.007589
-0.2146,0.038291,0.063647,0.0066322,0.081123,-0.0076621
-0.21016,0.037705,0.062607,0.0065325,0.079445,-0.0077341
-0.20679,0.037099,0.061604,0.0064929,0.077604,-0.0052155
-0.20149,0.036561,0.060579,0.0063936,0.075997,-0.0054012
-0.19727,0.036002,0.05959,0.0062965,0.074453,-0.0054898
-0.19311,0.035452,0.058616,0.0062017,0.072896,-0.0055855
-0.18902,0.03491,0.057659,0.0061085,0.071356,-0.0056815
-0.185,0.034376,0.056717,0.0060167,0.06984,-0.0057765
-0.18203,0.033824,0.055808,0.0059606,0.068316,-0.0040612
-0.17813,0.033306,0.054897,0.0058656,0.067097,-0.0041196
-0.17428,0.032797,0.054,0.0057765,0.065701,-0.0042222
-0.17049,0.032296,0.053118,0.0056896,0.064288,-0.0043326
-0.16676,0.031803,0.05225,0.0056042,0.062889,-0.0044432
-0.16409,0.031291,0.051413,0.0055406,0.061583,-0.003231
-0.16047,0.030813,0.050573,0.0054538,0.060409,-0.0033135
-0.1569,0.030342,0.049747,0.0053713,0.059109,-0.0034285
-0.15339,0.029878,0.048934,0.0052906,0.0578,-0.0035488
-0.14994,0.029422,0.048135,0.0052112,0.056507,-0.003669
-0.14754,0.028949,0.047363,0.005146,0.055366,-0.0027526
-0.14418,0.028506,0.046589,0.0050662,0.054254,-0.0028492
-0.14087,0.028071,0.045828,0.0049897,0.053046,-0.0029714
-0.13762,0.027642,0.045079,0.0049147,0.051834,-0.0030974
-0.13542,0.027198,0.044357,0.0048493,0.050815,-0.0023858
-0.13225,0.026782,0.043632,0.0047746,0.049749,-0.0024929
-0.12914,0.026373,0.042919,0.0047026,0.048609,-0.0026206
-0.12707,0.025949,0.042231,0.004637,0.047682,-0.0020681
-0.12404,0.025552,0.041541,0.0045659,0.046647,-0.0021838
-0.12106,0.025162,0.040863,0.0044971,0.045553,-0.0023163
-0.11912,0.024758,0.040208,0.0044326,0.044697,-0.0018676
-0.11622,0.024379,0.039551,0.0043649,0.043696,-0.001989
-0.11336,0.024007,0.038904,0.0042992,0.042647,-0.0021245
-0.11155,0.023621,0.038281,0.0042365,0.041852,-0.0017431
-0.10876,0.02326,0.037655,0.0041719,0.040889,-0.0018681
-0.10702,0.022887,0.037052,0.0041095,0.040153,-0.0015658
-0.10431,0.022537,0.036446,0.004047,0.039208,-0.001695
-0.10265,0.022175,0.035862,0.0039857,0.03851,-0.001447
-0.10001,0.021836,0.035276,0.0039252,0.037584,-0.0015795
-0.098407,0.021485,0.03471,0.0038652,0.036919,-0.0013682
-0.095835,0.021157,0.034143,0.0038066,0.036014,-0.001503
-0.094302,0.020817,0.033596,0.0037481,0.035379,-0.0013164
-0.091795,0.020499,0.033047,0.0036913,0.034495,-0.0014526
-0.090327,0.02017,0.032517,0.0036344,0.033887,-0.0012825
-0.087884,0.019862,0.031986,0.0035794,0.033025,-0.0014196
-0.086479,0.019543,0.031473,0.003524,0.032443,-0.0012604
-0.084097,0.019244,0.030958,0.0034707,0.031603,-0.0013982
-0.082752,0.018935,0.030462,0.0034169,0.031044,-0.001246
-0.08143,0.018631,0.029974,0.003363,0.03054,-0.0011354
-0.079129,0.018346,0.029484,0.0033121,0.02973,-0.0012749
-0.077863,0.018052,0.029011,0.0032604,0.02921,-0.0011574
-0.076619,0.017762,0.028546,0.0032087,0.028736,-0.0010716
-0.075395,0.017477,0.028088,0.0031575,0.028277,-0.0010093
-0.07419,0.017196,0.027638,0.003107,0.027826,-0.00096384
-0.073005,0.01692,0.027195,0.0030572,0.027382,-0.0009304
-0.071838,0.016648,0.026759,0.0030081,0.026945,-0.00090552
-0.070691,0.016381,0.02633,0.0029597,0.026516,-0.00088669
-0.069561,0.016118,0.025908,0.0029122,0.026092,-0.00087214
-0.06845,0.015859,0.025492,0.0028653,0.025676,-0.00086061
-0.067356,0.015604,0.025084,0.0028192,0.025266,-0.0008512
-0.06628,0.015354,0.024682,0.0027738,0.024863,-0.00084325
-0.065221,0.015107,0.024286,0.0027292,0.024466,-0.00083632
-0.064179,0.014865,0.023896,0.0026853,0.024075,-0.00083007
-0.063153,0.014626,0.023513,0.002642,0.023691,-0.00082429
-0.062144,0.014391,0.023136,0.0025995,0.023313,-0.0008188
-0.061151,0.01416,0.022765,0.0025577,0.02294,-0.00081349
-0.060174,0.013933,0.0224,0.0025165,0.022574,-0.00080828
-0.059212,0.013709,0.022041,0.002476,0.022214,-0.00080313
-0.058266,0.013489,0.021688,0.0024361,0.021859,-0.00079798
-0.057335,0.013272,0.02134,0.0023969,0.02151,-0.00079281
