-0.199,-0.55988,-0.099943,-0.37815,-0.13133,-0.3543,-0.21224,-0.0060738,0.0067793,0.019166,-0.026699,0.052644,0
-0.243,-0.54296,-0.1051,-0.36251,-0.13448,-0.35005,-0.22696,-0.01222,0.01104,0.03811,-0.058627,0.10778,0
-0.279,-0.52911,-0.11006,-0.3463,-0.13319,-0.354,-0.23771,-0.018335,0.012853,0.056716,-0.095617,0.16519,0
-0.309,-0.51782,-0.1146,-0.32973,-0.12838,-0.36443,-0.2453,-0.024327,0.012597,0.074988,-0.13713,0.22472,0
-0.334,-0.50848,-0.1187,-0.31294,-0.1209,-0.37966,-0.25056,-0.030137,0.010743,0.09301,-0.18256,0.28631,0
-0.355,-0.50057,-0.12243,-0.29606,-0.11149,-0.39823,-0.25422,-0.035722,0.0077067,0.11087,-0.23133,0.34991,0
-0.374,-0.49373,-0.12585,-0.27917,-0.10071,-0.41905,-0.25685,-0.041057,0.0037908,0.12864,-0.28301,0.41544,0
-0.391,-0.48772,-0.129,-0.26231,-0.088942,-0.44131,-0.25884,-0.046134,-0.0008173,0.14637,-0.33734,0.48289,0
-0.406,-0.48241,-0.1319,-0.24551,-0.076512,-0.4644,-0.2605,-0.050952,-0.0060091,0.16408,-0.39411,0.55218,0
-0.419,-0.47772,-0.13457,-0.22882,-0.063654,-0.48787,-0.26205,-0.055506,-0.01173,0.18175,-0.45319,0.62322,0
-0.431,-0.47361,-0.13697,-0.21226,-0.050562,-0.51137,-0.26363,-0.059795,-0.017958,0.19938,-0.51445,0.69587,0
-0.441,-0.47008,-0.1391,-0.19585,-0.037383,-0.53465,-0.26537,-0.063826,-0.024694,0.21693,-0.5778,0.77004,0
-0.449,-0.46713,-0.14092,-0.17962,-0.024253,-0.55748,-0.26734,-0.067598,-0.031947,0.23436,-0.64314,0.84555,0
-0.456,-0.46475,-0.14242,-0.16361,-0.011291,-0.5797,-0.26961,-0.07111,-0.039723,0.25162,-0.71034,0.92223,0
-0.461,-0.46295,-0.14357,-0.14783,0.0014095,-0.60116,-0.27221,-0.074371,-0.048037,0.26866,-0.77929,0.99992,0
-0.465,-0.46173,-0.14436,-0.13232,0.013755,-0.62176,-0.27517,-0.077381,-0.056891,0.28544,-0.84986,1.0784,0
-0.467,-0.46109,-0.14478,-0.11708,0.025672,-0.64141,-0.2785,-0.080148,-0.066286,0.3019,-0.92191,1.1575,0
-0.467,-0.43967,-0.10249,-0.10215,0.037085,-0.66003,-0.2822,-0.082672,-0.076211,0.31798,-0.99527,1.237,0
-0.471,-0.43839,-0.10332,-0.0885,0.049084,-0.67916,-0.28583,-0.084956,-0.085009,0.32948,-1.053,1.2975,0
-0.473,-0.43755,-0.10388,-0.075066,0.060744,-0.69748,-0.28977,-0.087048,-0.094213,0.34079,-1.112,1.3586,0
