0.043,-0.48741,0.098113,0.35597,-0.11847,-0.26781,-0.26218,-0.11531,0.011956,-0.0022474,0.033093,-0.023384,0
0.082,-0.47812,0.096676,0.34343,-0.11039,-0.28529,-0.26697,-0.10765,0.023155,-0.006522,0.0663,-0.049666,0
0.118,-0.47035,0.095527,0.33047,-0.10009,-0.30668,-0.26984,-0.10007,0.034106,-0.011829,0.10031,-0.078029,0
0.153,-0.46315,0.094634,0.31719,-0.088311,-0.33041,-0.27161,-0.092605,0.045073,-0.017638,0.13545,-0.10801,0
0.186,-0.45607,0.094016,0.30359,-0.075437,-0.35563,-0.27274,-0.085276,0.056197,-0.023706,0.17194,-0.13945,0
0.218,-0.44895,0.093683,0.28973,-0.061706,-0.38186,-0.27352,-0.078098,0.067533,-0.029934,0.20983,-0.17223,0
0.249,-0.44173,0.093648,0.27562,-0.04726,-0.40876,-0.27413,-0.071079,0.079112,-0.036293,0.2492,-0.20638,0
0.279,-0.43441,0.093915,0.2613,-0.032204,-0.4361,-0.27469,-0.064225,0.090951,-0.042794,0.29008,-0.24193,0
0.307,-0.42704,0.094479,0.24678,-0.016616,-0.46372,-0.27531,-0.057541,0.10306,-0.049465,0.33253,-0.27893,0
0.334,-0.41968,0.095317,0.2321,-0.00057216,-0.49146,-0.27609,-0.05104,0.11542,-0.056344,0.37652,-0.31744,0
0.359,-0.41239,0.096408,0.21728,0.015863,-0.51917,-0.27709,-0.044726,0.12805,-0.063478,0.42209,-0.35752,0
0.383,-0.40525,0.097714,0.20235,0.032621,-0.54674,-0.27838,-0.038608,0.14092,-0.070912,0.46924,-0.39923,0
0.405,-0.39835,0.099202,0.18734,0.049642,-0.57406,-0.28001,-0.032688,0.15404,-0.078702,0.51798,-0.44264,0
0.425,-0.39175,0.10082,0.17228,0.066859,-0.601,-0.28205,-0.026974,0.16739,-0.086896,0.5683,-0.48781,0
0.443,-0.38554,0.10252,0.1572,0.084202,-0.62747,-0.28452,-0.021474,0.18094,-0.095546,0.62017,-0.53478,0
0.459,-0.37981,0.10423,0.14214,0.1016,-0.65336,-0.28747,-0.016193,0.19467,-0.1047,0.67354,-0.58357,0
0.473,-0.37461,0.10591,0.12714,0.11898,-0.67857,-0.29092,-0.011138,0.20857,-0.1144,0.72837,-0.6342,0
